Ewe/V,<I>/mA
-0.00747948,0.0008269577277436498
-0.0079582734,0.0008241200867579179
-0.008432609,0.0008208001447740365
-0.0089285849,0.0008187450807276286
-0.0094377128,0.0008160304850780303
-0.0099411132,0.0008131647559316202
-0.010437724,0.0008081072938458181
-0.010941337,0.0008035766930009
-0.011416524,0.0008024888872266013
-0.011945804,0.0008017170539123724
-0.012453872,0.0007993223388675077
-0.012927362,0.0007963812748601994
-0.013430337,0.0007919037082131392
-0.013929281,0.000788137128067844
-0.014425047,0.00078543903806281
-0.014929081,0.0007831434785556379
-0.015408722,0.0007818778317919611
-0.015932275,0.0007774913113583762
-0.016424008,0.0007742276377232377
-0.016933983,0.0007716595816115342
-0.017426563,0.000767335502503002
-0.017922966,0.0007640862883515273
-0.018422334,0.0007626277426121871
-0.018929765,0.0007606224009780223
-0.019416194,0.0007575082542677566
-0.019913018,0.0007537998273484895
-0.02042957,0.0007496455606020146
-0.020918971,0.0007471407932624005
-0.021418339,0.000744259422895575
-0.021929907,0.0007410207461239215
-0.022418775,0.0007376082767559869
-0.02293363,0.0007360318183297111
-0.023412634,0.0007359875588816864
-0.023932792,0.0007336954815265508
-0.02443089,0.0007319688167492441
-0.024915835,0.0007305067699942425
-0.025427936,0.0007267997605392889
-0.025936849,0.0007236720155358797
-0.026434096,0.0007198157297049626
-0.026935376,0.0007160984094096092
-0.027438987,0.0007163309664638112
-0.027944298,0.0007144051104896292
-0.028442184,0.000708819037080699
-0.028923305,0.0007041217857611847
-0.029422252,0.0007009137725280733
-0.029923955,0.0007018483399776967
-0.030412719,0.0007035046711044548
-0.030905725,0.000697757472894247
-0.031409971,0.000691285491888672
-0.031919528,0.0006874524879094566
-0.032425895,0.0006855230177380744
-0.032902766,0.0006852208352438882
-0.033423577,0.0006836439419944523
-0.033935245,0.0006803411069995578
-0.03441786,0.0006743296343537722
-0.034919985,0.000670447668097862
-0.03540599,0.0006702445876996081
-0.03591321,0.0006676655197629337
-0.03641003,0.0006639852051227497
-0.036905795,0.0006620631318380897
-0.037411738,0.0006620803789566584
-0.03792426,0.000660946409240114
-0.038399238,0.0006582068356322333
-0.038911119,0.0006561305908016103
-0.039416432,0.0006540716917192695
-0.039910071,0.0006508097362880293
-0.040406473,0.000648690804357312
-0.040902872,0.0006465578969288956
-0.041402876,0.0006439818494578075
-0.041895248,0.0006402331748379259
-0.042423677,0.000636215622324493
-0.042905021,0.0006328160388538546
-0.043395691,0.000630339275664523
-0.043912873,0.0006286871324576726
-0.044400949,0.0006261750073754332
-0.044907801,0.0006231596470806251
-0.045402072,0.0006187226915278241
-0.045901876,0.0006125234647495453
-0.046404846,0.0006081470814091605
-0.046891917,0.0006095282800136661
-0.047391489,0.0006110009721682994
-0.047902528,0.0006092044655411455
-0.048398931,0.0006053674157926749
-0.048872847,0.0006025186793084279
-0.049373064,0.0006006924518765448
-0.049886219,0.0005986801195292605
-0.05037329,0.0005965868313742816
-0.050892383,0.0005941658301135784
-0.051395994,0.0005903866335925344
-0.051898763,0.000588214034737417
-0.052392401,0.0005865818773061011
-0.05289432,0.0005841907238425129
-0.053400695,0.000583780044069968
-0.053894754,0.0005830244751484533
-0.054399431,0.0005807765370533405
-0.054890942,0.0005775517204677297
-0.055396866,0.0005745274201600214
-0.055899445,0.0005699179983585569
-0.056372933,0.0005667632379266242
-0.056889694,0.0005651792680173013
-0.057383336,0.0005648923280306157
-0.057880171,0.000566054475442516
-0.058399267,0.0005666881466755607
-0.058875516,0.0005637994791295991
-0.059371274,0.0005606434322005397
-0.059885282,0.000558033772634841
-0.060381461,0.0005545250520905508
-0.060884442,0.0005509083780284351
-0.061377872,0.000546666166108615
-0.061873849,0.00054567964778267
-0.062371094,0.0005464762351847646
-0.062866859,0.0005412041007528054
-0.063372381,0.0005370294614597836
-0.063870274,0.0005348365500847463
